"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Cspp11",2.25061431221855e-29,0.348090887629468,0.518,0.291,3.79791165186881e-25,"EE-K IR","Cspp1"
"Pnisr1",3.10531484789004e-29,0.323286957411235,0.771,0.59,5.24021880581444e-25,"EE-K IR","Pnisr"
"Nudt4",4.16922560659383e-29,0.310754626385664,0.377,0.185,7.03556821112709e-25,"EE-K IR","Nudt4"
"Gfra32",8.7962230804427e-29,0.267629385260119,0.36,0.162,1.48436264482471e-24,"EE-K IR","Gfra3"
"Golga41",1.36686491054909e-28,0.345790853067696,0.752,0.573,2.30658453655159e-24,"EE-K IR","Golga4"
"Esyt11",1.36964970039161e-28,0.274049625420904,0.482,0.257,2.31128386941083e-24,"EE-K IR","Esyt1"
"Gclc3",4.47343489190851e-28,0.278411284250971,0.458,0.242,7.5489213800956e-24,"EE-K IR","Gclc"
"Nnat1",4.84920368345883e-28,0.263954812483216,0.141,0.036,8.18303121583677e-24,"EE-K IR","Nnat"
"Srek11",5.81171793020773e-28,0.297063850496531,0.514,0.295,9.80727400722555e-24,"EE-K IR","Srek1"
"Prpf4b1",2.56021832638106e-26,0.337157620631813,0.662,0.457,4.32036842576804e-22,"EE-K IR","Prpf4b"
"Higd1a1",8.72744855087882e-26,0.309038100366718,0.533,0.327,1.4727569429608e-21,"EE-K IR","Higd1a"
"Pgp",1.10575329820507e-24,0.256148391337515,0.527,0.314,1.86595869072105e-20,"EE-K IR","Pgp"
"Fryl1",3.97881057817903e-24,0.267802010628075,0.572,0.356,6.71424285067711e-20,"EE-K IR","Fryl"
"Srrm21",4.06334686215138e-24,0.337799151062407,0.936,0.884,6.85689782988045e-20,"EE-K IR","Srrm2"
"Fam183b4",7.15846397331633e-24,0.255866149518047,0.574,0.349,1.20799079549713e-19,"EE-K IR","Fam183b"
"Aplp13",1.55841036862648e-23,0.38516761530412,0.623,0.446,2.62981749705718e-19,"EE-K IR","Aplp1"
"Gm268702",5.94922814347877e-23,0.756370792074885,0.27,0.122,1.00393224921204e-18,"EE-K IR","Gm26870"
"Baiap2l22",7.52427645611317e-23,0.278304428827875,0.623,0.408,1.2697216519691e-18,"EE-K IR","Baiap2l2"
"Ddx171",7.70882084223595e-20,0.252481695773714,0.625,0.447,1.30086351712732e-15,"EE-K IR","Ddx17"
"Rpl103",1.52118193667495e-19,0.394537117481932,0.696,0.55,2.56699451813898e-15,"EE-K IR","Rpl10"
"Dusp53",3.71581717863326e-19,0.271015582289841,0.619,0.414,6.27044148894363e-15,"EE-K IR","Dusp5"
"Acadl",3.50539983135255e-18,0.257254876475452,0.45,0.288,5.91536221540743e-14,"EE-K IR","Acadl"
"mt-Nd2",6.29889859842065e-18,0.260049609861339,1,0.992,1.06293913848348e-13,"EE-K IR","mt-Nd2"
"Cd814",1.33408812961442e-17,0.437971942823905,0.743,0.654,2.25127371872434e-13,"EE-K IR","Cd81"
"Bex33",2.82261692796739e-16,0.306372829927098,0.572,0.425,4.76316606594497e-12,"EE-K IR","Bex3"
"Cdkn1c2",2.56826371040743e-15,0.487272631058495,0.482,0.332,4.33394501131253e-11,"EE-K IR","Cdkn1c"
"Cdkn1a4",9.08343546475235e-11,0.259746587670757,0.869,0.797,1.53282973467696e-06,"EE-K IR","Cdkn1a"
"Meg33",1.09609731472346e-05,0.277300321219122,0.122,0.069,0.184966421859584,"EE-K IR","Meg3"
"Acta13",7.79185731714923e-05,0.277755934586763,0.255,0.189,1,"EE-K IR","Acta1"
"Fabp1",0,2.3090537979099,0.998,0.708,0,"Tuft H","Fabp1"
"Krt18",0,2.0178152407465,1,0.977,0,"Tuft H","Krt18"
"Matk",0,1.80233574089477,0.987,0.294,0,"Tuft H","Matk"
"Lrmp",0,1.75416991324525,0.966,0.176,0,"Tuft H","Lrmp"
"Ptpn18",0,1.74241836867124,0.993,0.387,0,"Tuft H","Ptpn18"
"Sh2d6",0,1.73234008080569,0.973,0.261,0,"Tuft H","Sh2d6"
"Fyb",0,1.68984267598149,0.957,0.154,0,"Tuft H","Fyb"
"Aldh2",0,1.641321828652,0.977,0.308,0,"Tuft H","Aldh2"
"Hck",0,1.63692678310144,0.968,0.263,0,"Tuft H","Hck"
"Nrgn",0,1.62333219729765,0.915,0.166,0,"Tuft H","Nrgn"
"Spink1",0,1.62251679669368,0.898,0.347,0,"Tuft H","Spink1"
"Eppk1",0,1.5550817000005,0.939,0.202,0,"Tuft H","Eppk1"
"Alox5ap",0,1.54469836375693,0.922,0.142,0,"Tuft H","Alox5ap"
"Dclk1",0,1.50515772681875,0.938,0.159,0,"Tuft H","Dclk1"
"Snrnp25",0,1.45793648575607,0.9,0.158,0,"Tuft H","Snrnp25"
"Rac2",0,1.42926554491138,0.883,0.129,0,"Tuft H","Rac2"
"Crip12",0,1.39612806757062,1,0.904,0,"Tuft H","Crip1"
"H2-D1",0,1.39051489137537,0.992,0.873,0,"Tuft H","H2-D1"
"Rgs13",0,1.3641995122357,0.877,0.134,0,"Tuft H","Rgs13"
"Atp2a3",0,1.3375849996191,0.945,0.29,0,"Tuft H","Atp2a3"
"Cst6",0,1.33574768018154,0.809,0.213,0,"Tuft H","Cst6"
"Ltc4s",0,1.33134298518157,0.881,0.127,0,"Tuft H","Ltc4s"
"Ptpn6",0,1.31916032242927,0.894,0.165,0,"Tuft H","Ptpn6"
"Cdhr5",0,1.3129176159878,0.997,0.85,0,"Tuft H","Cdhr5"
"Siglecf",0,1.30703149929658,0.86,0.131,0,"Tuft H","Siglecf"
"H2afj",0,1.3069001351901,0.995,0.753,0,"Tuft H","H2afj"
"Avil",0,1.3040279871336,0.913,0.147,0,"Tuft H","Avil"
"Trpm5",0,1.28944716132482,0.935,0.154,0,"Tuft H","Trpm5"
"AA467197",0,1.27490916976598,0.821,0.119,0,"Tuft H","AA467197"
"Cd300lf",0,1.25782479906896,0.864,0.113,0,"Tuft H","Cd300lf"
"Espn",0,1.25263738246322,0.954,0.406,0,"Tuft H","Espn"
"Selenom",0,1.25224297832843,0.995,0.849,0,"Tuft H","Selenom"
"Dbi",0,1.22037662132784,0.982,0.635,0,"Tuft H","Dbi"
"Mgst3",0,1.19439666783014,0.963,0.705,0,"Tuft H","Mgst3"
"Tmem176a",0,1.19437671172649,0.932,0.58,0,"Tuft H","Tmem176a"
"Kctd121",0,1.17626205743129,0.971,0.645,0,"Tuft H","Kctd12"
"Skap2",0,1.12778733892691,0.851,0.197,0,"Tuft H","Skap2"
"Basp1",0,1.11233145406308,0.835,0.132,0,"Tuft H","Basp1"
"Ccnj",0,1.08663710085417,0.822,0.123,0,"Tuft H","Ccnj"
"Ly6g6f",0,1.08104699036145,0.823,0.113,0,"Tuft H","Ly6g6f"
"Cd24a",0,1.06688804714952,0.999,0.863,0,"Tuft H","Cd24a"
"Reep5",0,1.04292658735324,0.877,0.354,0,"Tuft H","Reep5"
"Pik3r5",0,1.03486828600236,0.843,0.121,0,"Tuft H","Pik3r5"
"Krt8",0,1.02332046344131,1,0.975,0,"Tuft H","Krt8"
"Strip2",0,0.998285123130941,0.818,0.133,0,"Tuft H","Strip2"
"Ethe1",0,0.993759555424554,0.721,0.109,0,"Tuft H","Ethe1"
"Lima1",0,0.983124116899259,0.952,0.497,0,"Tuft H","Lima1"
"Cdhr2",0,0.96888327304655,0.951,0.608,0,"Tuft H","Cdhr2"
"Isg15",0,0.966402790820619,0.491,0.07,0,"Tuft H","Isg15"
"Vav1",0,0.959525287678426,0.807,0.105,0,"Tuft H","Vav1"
"S100a11",0,0.93019662400776,0.883,0.374,0,"Tuft H","S100a11"
"Alox5",0,0.927021947474367,0.767,0.099,0,"Tuft H","Alox5"
"Cystm11",0,0.926996826187501,0.997,0.879,0,"Tuft H","Cystm1"
"Ehf",0,0.919958077726866,0.778,0.169,0,"Tuft H","Ehf"
"Suco",0,0.917347926085595,0.821,0.208,0,"Tuft H","Suco"
"Tspan6",0,0.91372598897841,0.718,0.102,0,"Tuft H","Tspan6"
"Spib",0,0.881463228278675,0.735,0.094,0,"Tuft H","Spib"
"2200002D01Rik",0,0.881287982843917,0.819,0.231,0,"Tuft H","2200002D01Rik"
"Bcl2l14",0,0.873420221489365,0.77,0.18,0,"Tuft H","Bcl2l14"
"Abhd2",0,0.870787661612756,0.833,0.267,0,"Tuft H","Abhd2"
"Bmx",0,0.864977647223268,0.738,0.086,0,"Tuft H","Bmx"
"Plcg2",0,0.851209438163502,0.749,0.101,0,"Tuft H","Plcg2"
"Atp5e",0,0.844729153762223,0.981,0.889,0,"Tuft H","Atp5e"
"Rgs221",0,0.837728421070914,0.701,0.073,0,"Tuft H","Rgs22"
"Sox91",0,0.82184824197211,0.753,0.163,0,"Tuft H","Sox9"
"Ccdc28b",0,0.802013655322931,0.717,0.14,0,"Tuft H","Ccdc28b"
"Sh2d7",0,0.801389301316864,0.713,0.095,0,"Tuft H","Sh2d7"
"Irf7",0,0.794918565195706,0.739,0.233,0,"Tuft H","Irf7"
"Inpp5d",0,0.782771690080865,0.73,0.087,0,"Tuft H","Inpp5d"
"Cpne3",0,0.7729999947266,0.708,0.165,0,"Tuft H","Cpne3"
"Nebl",0,0.74393022177899,0.694,0.072,0,"Tuft H","Nebl"
"Ptgs1",0,0.733199018450165,0.65,0.081,0,"Tuft H","Ptgs1"
"Itpr2",0,0.711917575146105,0.668,0.11,0,"Tuft H","Itpr2"
"Krt23",0,0.708606358124054,0.676,0.101,0,"Tuft H","Krt23"
"Ffar3",0,0.705688078219304,0.678,0.101,0,"Tuft H","Ffar3"
"Larp1b",0,0.683685151552229,0.751,0.231,0,"Tuft H","Larp1b"
"Fes",0,0.680611154573325,0.657,0.097,0,"Tuft H","Fes"
"Pik3cg",0,0.642739461817247,0.603,0.072,0,"Tuft H","Pik3cg"
"Limd2",0,0.61750891549067,0.615,0.101,0,"Tuft H","Limd2"
"Clmn1",0,0.596268959813663,0.676,0.17,0,"Tuft H","Clmn"
"Hmx2",0,0.58787148730359,0.543,0.05,0,"Tuft H","Hmx2"
"Pygl",0,0.583669053462565,0.553,0.071,0,"Tuft H","Pygl"
"Smpx",0,0.569246678218512,0.55,0.066,0,"Tuft H","Smpx"
"Chdh",0,0.559150824010549,0.567,0.087,0,"Tuft H","Chdh"
"Pea15a",0,0.549316217867446,0.583,0.095,0,"Tuft H","Pea15a"
"Ptprc",0,0.54252815861325,0.496,0.056,0,"Tuft H","Ptprc"
"Runx1",0,0.542241367929374,0.558,0.062,0,"Tuft H","Runx1"
"Il17rb",0,0.542166529427425,0.532,0.063,0,"Tuft H","Il17rb"
"Plcb2",0,0.541465128386686,0.512,0.059,0,"Tuft H","Plcb2"
"Ly6g6d",0,0.520492600382781,0.554,0.089,0,"Tuft H","Ly6g6d"
"Folr1",0,0.499193552254966,0.45,0.058,0,"Tuft H","Folr1"
"Slco4a1",0,0.497942445858493,0.489,0.07,0,"Tuft H","Slco4a1"
"Kalrn",0,0.493595051961107,0.487,0.05,0,"Tuft H","Kalrn"
"St6galnac6",0,0.487421689852237,0.472,0.059,0,"Tuft H","St6galnac6"
"Ano7",0,0.482441889403326,0.507,0.079,0,"Tuft H","Ano7"
"Ccdc129",0,0.481892283919529,0.487,0.044,0,"Tuft H","Ccdc129"
"Chat",0,0.440135750303215,0.438,0.053,0,"Tuft H","Chat"
"Mlip",0,0.433384309572047,0.405,0.038,0,"Tuft H","Mlip"
"Plek",2.75563562240866e-307,0.404122021833167,0.396,0.043,4.65013511281462e-303,"Tuft H","Plek"
"Samd9l",3.02511346720409e-307,0.682665226919602,0.709,0.204,5.10487897590689e-303,"Tuft H","Samd9l"
"Ppp1r1b",1.08009690003923e-302,0.52955474246494,0.614,0.129,1.8226635188162e-298,"Tuft H","Ppp1r1b"
"Ncf2",1.38009767267262e-301,0.546374048056427,0.549,0.107,2.32891482263505e-297,"Tuft H","Ncf2"
"Sdc4",4.34041335346738e-301,0.813715231766907,0.778,0.273,7.32444753397621e-297,"Tuft H","Sdc4"
"Ano6",5.09526030599944e-301,0.597133720383378,0.659,0.166,8.59825176637406e-297,"Tuft H","Ano6"
"Uba52",4.66939492811555e-300,0.703634073789257,0.754,0.237,7.879603941195e-296,"Tuft H","Uba52"
"Svbp",1.65974059534997e-297,0.548310484149916,0.52,0.094,2.80081225465308e-293,"Tuft H","Svbp"
"Spa17",3.45142483704396e-297,0.544304536042858,0.518,0.097,5.82427941251168e-293,"Tuft H","Spa17"
"Tspan8",6.63459724763683e-297,0.732489817382231,0.817,0.259,1.11958828553872e-292,"Tuft H","Tspan8"
"Tmem229a",2.34344282811836e-296,0.352381496106213,0.38,0.04,3.95455977244974e-292,"Tuft H","Tmem229a"
"Dmxl2",8.52291433950711e-295,0.491702241002738,0.54,0.102,1.43824179479183e-290,"Tuft H","Dmxl2"
"Tmem245",5.26084178696451e-293,0.666866773235144,0.697,0.203,8.87767051550262e-289,"Tuft H","Tmem245"
"1810046K07Rik",5.08612589524768e-292,0.364702450707914,0.369,0.039,8.58283744823045e-288,"Tuft H","1810046K07Rik"
"Cox6b1",2.65419306294189e-289,0.811028943124813,0.981,0.821,4.47895079371445e-285,"Tuft H","Cox6b1"
"Dgki",2.18834613145076e-288,0.379564844048907,0.385,0.044,3.69283409682316e-284,"Tuft H","Dgki"
"Syne2",1.46587189249557e-286,0.619507518978649,0.673,0.184,2.47365881858628e-282,"Tuft H","Syne2"
"Plk21",4.23015246868532e-285,0.65400157225203,0.669,0.181,7.13838229090648e-281,"Tuft H","Plk2"
"Trim40",1.32318595579527e-283,0.422166325102809,0.442,0.066,2.23287630040451e-279,"Tuft H","Trim40"
"Ndufa13",1.11425759822158e-281,0.750295827513906,0.968,0.816,1.88030969699892e-277,"Tuft H","Ndufa13"
"Plekhs1",3.74722414238561e-281,0.341648026699086,0.341,0.033,6.32344074027571e-277,"Tuft H","Plekhs1"
"Scand1",9.0129804807194e-277,0.762344508468314,0.94,0.685,1.5209404561214e-272,"Tuft H","Scand1"
"Trak1",3.96587744241981e-276,0.611654413072459,0.673,0.193,6.69241818408343e-272,"Tuft H","Trak1"
"Adcy5",5.29861322373538e-275,0.339342605703375,0.35,0.037,8.94140981505346e-271,"Tuft H","Adcy5"
"Eps8l3",1.91273609693948e-273,0.756172839229006,0.823,0.374,3.22774216358536e-269,"Tuft H","Eps8l3"
"Tmem141",1.31128502429074e-271,0.477839275742238,0.5,0.096,2.21279347849063e-267,"Tuft H","Tmem141"
"H2-K1",1.2252180896795e-270,0.990781888984603,0.967,0.861,2.06755552633416e-266,"Tuft H","H2-K1"
"Galk1",2.28978545318396e-270,0.550914286101187,0.572,0.13,3.86401295224794e-266,"Tuft H","Galk1"
"Rbm38",1.05414005369196e-267,0.408193846927108,0.447,0.072,1.77886134060518e-263,"Tuft H","Rbm38"
"Sec14l1",2.18490956738565e-266,0.469121372388307,0.542,0.117,3.68703489496329e-262,"Tuft H","Sec14l1"
"Acot72",1.16835910500088e-263,0.584811794177454,0.635,0.169,1.97160598968899e-259,"Tuft H","Acot7"
"Adh11",3.1921728991361e-257,0.823525387503244,0.91,0.493,5.38679176729217e-253,"Tuft H","Adh1"
"Myo15b",2.74474478187267e-256,0.72353867362046,0.913,0.57,4.63175681941013e-252,"Tuft H","Myo15b"
"S100a12",1.50338502623699e-254,0.792647027357242,0.853,0.452,2.53696223177493e-250,"Tuft H","S100a1"
"mt-Cytb",1.94157125033286e-253,0.75609763405326,1,0.998,3.2764014849367e-249,"Tuft H","mt-Cytb"
"Map1a",4.83756375005945e-253,0.546672494572869,0.558,0.137,8.16338882822533e-249,"Tuft H","Map1a"
"Hebp1",4.08810487906441e-252,0.314629714877917,0.324,0.034,6.8986769834212e-248,"Tuft H","Hebp1"
"Bloc1s1",1.23280374619269e-247,0.380807323966342,0.387,0.057,2.08035632170016e-243,"Tuft H","Bloc1s1"
"Pla2g4a",6.58280017898448e-246,0.366722361236011,0.374,0.052,1.11084753020363e-241,"Tuft H","Pla2g4a"
"D8Ertd738e",1.16762386227936e-245,0.72384101036884,0.866,0.529,1.97036526759641e-241,"Tuft H","D8Ertd738e"
"Txndc16",1.34885270376903e-245,0.353793664514894,0.401,0.062,2.27618893761024e-241,"Tuft H","Txndc16"
"Dpysl2",2.2128105009098e-243,0.67027329340399,0.744,0.286,3.73411772028529e-239,"Tuft H","Dpysl2"
"Heph",1.14076979759632e-242,0.4982637706755,0.492,0.106,1.92504903344379e-238,"Tuft H","Heph"
"Plekho2",1.78875632154604e-242,0.298877020042933,0.324,0.036,3.01852629260895e-238,"Tuft H","Plekho2"
"Gprc5c",1.68177690545639e-241,0.496835249128022,0.539,0.13,2.83799852795766e-237,"Tuft H","Gprc5c"
"B2m",2.58024156593952e-239,1.01627579762198,0.862,0.554,4.35415764252293e-235,"Tuft H","B2m"
"Hmx3",4.85629571495953e-239,0.275367706652337,0.298,0.029,8.19499901899421e-235,"Tuft H","Hmx3"
"Epcam",1.19232064964177e-238,0.67865097487311,0.997,0.942,2.01204109627048e-234,"Tuft H","Epcam"
"Tmem176b",2.31925871973505e-238,0.784889376565501,0.913,0.644,3.91374908955289e-234,"Tuft H","Tmem176b"
"Mlec",5.2002360765611e-237,0.677348700944481,0.789,0.354,8.77539837919686e-233,"Tuft H","Mlec"
"Ldha",1.9076375133668e-236,0.726317499987226,0.964,0.758,3.21913830380648e-232,"Tuft H","Ldha"
"Csk",1.31750480499292e-235,0.510836132705945,0.625,0.189,2.22328935842555e-231,"Tuft H","Csk"
"Pou2f3",1.41670680063966e-235,0.279398486007307,0.313,0.034,2.39069272607942e-231,"Tuft H","Pou2f3"
"A4galt",4.83900189169467e-235,0.281240263486474,0.306,0.033,8.16581569223475e-231,"Tuft H","A4galt"
"Fau",2.08742062387846e-232,0.617086803862101,0.997,0.967,3.5225223027949e-228,"Tuft H","Fau"
"Ctsc",3.01060458565308e-232,0.473845201933629,0.49,0.103,5.08039523828956e-228,"Tuft H","Ctsc"
"Tax1bp1",9.85392590429793e-232,0.669723017063878,0.937,0.75,1.66284999635028e-227,"Tuft H","Tax1bp1"
"Atp2b2",2.38865102532859e-231,0.288450686024767,0.303,0.033,4.030848605242e-227,"Tuft H","Atp2b2"
"Mocs2",6.18017969148301e-230,0.634074830340596,0.728,0.286,1.04290532293776e-225,"Tuft H","Mocs2"
"Bub3",8.5643795146407e-230,0.557142259339835,0.643,0.207,1.44523904309562e-225,"Tuft H","Bub3"
"Ero1lb",1.51513792551062e-229,0.416097080576561,0.484,0.103,2.55679524929917e-225,"Tuft H","Ero1lb"
"Inpp5j",7.94294329146911e-227,0.515911937639146,0.633,0.197,1.34037168043541e-222,"Tuft H","Inpp5j"
"Myl61",9.80857961444103e-227,0.658125491369434,0.993,0.937,1.65519780993692e-222,"Tuft H","Myl6"
"Ripk3",5.6298040410937e-226,0.341967388116775,0.381,0.06,9.50029431934562e-222,"Tuft H","Ripk3"
"Gabarapl2",3.15545185511301e-225,0.723412017740381,0.873,0.582,5.32482500550321e-221,"Tuft H","Gabarapl2"
"Ndufv3",4.02820715173342e-225,0.697217544797416,0.886,0.602,6.79759956855015e-221,"Tuft H","Ndufv3"
"Rhog",5.0831176195283e-224,0.38449897580417,0.457,0.094,8.577760982954e-220,"Tuft H","Rhog"
"Ceacam2",5.73849825664929e-223,0.267882432552869,0.278,0.027,9.68371580809567e-219,"Tuft H","Ceacam2"
"Sec11c",6.682966322863e-223,0.742206388839223,0.74,0.319,1.12775056698313e-218,"Tuft H","Sec11c"
"Edf1",5.72153346039348e-222,0.653689442749234,0.953,0.77,9.65508771441399e-218,"Tuft H","Edf1"
"Ckmt1",4.2435454942956e-221,0.670154481162152,0.795,0.383,7.16098302162382e-217,"Tuft H","Ckmt1"
"Tmem116",1.64570614673598e-220,0.264870962617501,0.27,0.026,2.77712912261696e-216,"Tuft H","Tmem116"
"Ptms",3.78974496007062e-220,0.624813570664923,0.957,0.766,6.39519462011917e-216,"Tuft H","Ptms"
"Srp19",7.24609680294207e-219,0.566095533708114,0.606,0.194,1.22277883549647e-214,"Tuft H","Srp19"
"Zfp710",6.67948611014088e-218,0.38123500769015,0.447,0.093,1.12716328108627e-213,"Tuft H","Zfp710"
"Pfkfb3",7.0954376532278e-217,0.381105602670638,0.443,0.09,1.19735510398219e-212,"Tuft H","Pfkfb3"
"Acacb",1.89834362034304e-214,0.285062021181732,0.292,0.033,3.20345485932887e-210,"Tuft H","Acacb"
"Cables2",2.2775198001452e-214,0.404313555364153,0.466,0.103,3.84331466274502e-210,"Tuft H","Cables2"
"Atox1",1.13142512690543e-213,0.660624089833439,0.896,0.621,1.90927990165291e-209,"Tuft H","Atox1"
"Gm26917",3.63855290635548e-213,1.34942824180479,0.9,0.589,6.14005802947487e-209,"Tuft H","Gm26917"
"Vil1",1.16000020978351e-211,0.628410320487234,0.905,0.615,1.95750035400967e-207,"Tuft H","Vil1"
"Sucnr1",3.69469099161272e-211,0.332271736107963,0.318,0.042,6.23479104834647e-207,"Tuft H","Sucnr1"
"Afdn",2.77418773669977e-210,0.552033147180839,0.708,0.278,4.68144180568086e-206,"Tuft H","Afdn"
"Tcf7l2",4.15484065270205e-210,0.457186449694645,0.575,0.166,7.01129360143471e-206,"Tuft H","Tcf7l2"
"Myh14",2.24111821901701e-209,0.564211400706922,0.689,0.261,3.7818869945912e-205,"Tuft H","Myh14"
"Col15a1",9.77038223519229e-209,0.287345337194845,0.327,0.046,1.6487520021887e-204,"Tuft H","Col15a1"
"Abhd16a",3.10644668555936e-208,0.558103814093278,0.627,0.215,5.24212878188143e-204,"Tuft H","Abhd16a"
"Malat12",6.85021229860469e-208,0.562565012303524,1,1,1.15597332538954e-203,"Tuft H","Malat1"
"Sema7a",1.51476161206525e-207,0.27897971808824,0.32,0.044,2.55616022036011e-203,"Tuft H","Sema7a"
"H2-Q7",3.14475951675883e-207,0.342477045618968,0.272,0.03,5.30678168453053e-203,"Tuft H","H2-Q7"
"Uqcr11",5.7807847575888e-204,0.633253203489955,0.942,0.766,9.7550742784311e-200,"Tuft H","Uqcr11"
"Atp5j2",5.11409263540335e-202,0.635484814635532,0.949,0.802,8.63003132224316e-198,"Tuft H","Atp5j2"
"Smtn",2.06889886140954e-201,0.267843805206126,0.284,0.034,3.4912668286286e-197,"Tuft H","Smtn"
"Atp5k",4.19569222926242e-201,0.600780083929522,0.783,0.371,7.08023063688033e-197,"Tuft H","Atp5k"
"Gng13",1.46279138862196e-200,0.253265484624196,0.179,0.008,2.46846046829956e-196,"Tuft H","Gng13"
"mt-Nd4",1.67613530874122e-200,0.589357410512505,1,0.995,2.82847833350081e-196,"Tuft H","mt-Nd4"
"Romo1",1.87319698395994e-200,0.638467298713446,0.798,0.447,3.1610199104324e-196,"Tuft H","Romo1"
"Ndufa3",5.66054592053092e-200,0.540668364872545,0.683,0.26,9.55217124089593e-196,"Tuft H","Ndufa3"
"Cldn3",2.56713845036036e-199,0.646848038301641,0.931,0.744,4.3320461349831e-195,"Tuft H","Cldn3"
"Tslp",5.98136076892741e-198,0.263856656092052,0.221,0.018,1.0093546297565e-193,"Tuft H","Tslp"
"Serf2",1.18811955432826e-196,0.598464179948106,0.956,0.85,2.00495174792893e-192,"Tuft H","Serf2"
"Myo6",6.88286659488881e-195,0.612493474183731,0.919,0.669,1.16148373788749e-190,"Tuft H","Myo6"
"Cdk2",4.22862461772364e-194,0.275164915933554,0.301,0.042,7.13580404240864e-190,"Tuft H","Cdk2"
"Oasl2",6.55478848143937e-194,0.441434128935121,0.455,0.11,1.10612055624289e-189,"Tuft H","Oasl2"
"Arl14",6.75610660875457e-194,0.313525001694927,0.353,0.061,1.14009299022733e-189,"Tuft H","Arl14"
"Efnb2",2.55438157872371e-193,0.341735831043345,0.393,0.078,4.31051891409627e-189,"Tuft H","Efnb2"
"Myadm",3.42444245176741e-192,0.455584213225485,0.542,0.164,5.77874663735751e-188,"Tuft H","Myadm"
"Aldh3a2",5.83071465807495e-192,0.532363896482591,0.645,0.233,9.83933098550148e-188,"Tuft H","Aldh3a2"
"Lyn",1.36015315994572e-191,0.351070763787995,0.429,0.096,2.2952584574084e-187,"Tuft H","Lyn"
"Gcnt1",1.15525444849303e-189,0.27781924998383,0.278,0.035,1.94949188183199e-185,"Tuft H","Gcnt1"
"Atp1b1",2.61577748370019e-189,0.577353432356264,0.94,0.764,4.41412450374408e-185,"Tuft H","Atp1b1"
"Fam234a",1.65283164403788e-187,0.461496068476292,0.54,0.166,2.78915339931393e-183,"Tuft H","Fam234a"
"Cdx1",1.76923208399092e-187,0.488922525300779,0.633,0.229,2.98557914173467e-183,"Tuft H","Cdx1"
"Prr15",2.43361412163482e-186,0.325272915038189,0.382,0.077,4.10672383025876e-182,"Tuft H","Prr15"
"Pla2g16",1.72500076828656e-185,0.396042718751092,0.487,0.129,2.91093879648357e-181,"Tuft H","Pla2g16"
"Cisd3",2.47175227859598e-183,0.448121273917561,0.572,0.186,4.17108197013071e-179,"Tuft H","Cisd3"
"Myo1b",6.98256095504944e-182,0.494189161157569,0.67,0.266,1.17830716116459e-177,"Tuft H","Myo1b"
"Rpp21",7.50138901365899e-181,0.486248986637241,0.618,0.232,1.26585939605495e-176,"Tuft H","Rpp21"
"Mcub",8.44957097490068e-181,0.273740269385935,0.29,0.042,1.42586510201449e-176,"Tuft H","Mcub"
"Lgals3",9.30051868018137e-181,0.313582098800103,0.566,0.162,1.56946252728061e-176,"Tuft H","Lgals3"
"Ndufa1",1.02634712844188e-179,0.647973749759015,0.849,0.589,1.73196077924568e-175,"Tuft H","Ndufa1"
"Elob",4.24765069900472e-179,0.565933812734973,0.958,0.814,7.16791055457047e-175,"Tuft H","Elob"
"Ppp1r14c",7.19775250341119e-177,0.484441175154643,0.638,0.24,1.21462073495064e-172,"Tuft H","Ppp1r14c"
"Ptprj",1.2175958083726e-176,0.322407914147714,0.407,0.091,2.05469292662876e-172,"Tuft H","Ptprj"
"Ndufb7",1.51845490390351e-176,0.563344523381675,0.897,0.669,2.56239265033717e-172,"Tuft H","Ndufb7"
"Tmem45b",2.99227063344569e-176,0.517447009443962,0.67,0.271,5.04945669393961e-172,"Tuft H","Tmem45b"
"mt-Atp6",3.09759668818804e-176,0.530595167672725,1,1,5.22719441131732e-172,"Tuft H","mt-Atp6"
"Cox171",1.28714628547587e-175,0.58719828298946,0.746,0.381,2.17205935674053e-171,"Tuft H","Cox17"
"Myo1d",1.54131815192205e-173,0.342311140590881,0.456,0.118,2.60097438136845e-169,"Tuft H","Myo1d"
"Clic6",1.66645653695451e-173,0.299924846568073,0.341,0.064,2.81214540611074e-169,"Tuft H","Clic6"
"Rnf213",3.63573790276596e-172,0.404732128965252,0.417,0.101,6.13530771091756e-168,"Tuft H","Rnf213"
