"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Gsn",3.24469071794371e-121,0.328962282729065,0.248,0.02,5.0325153035307e-117,"EE-EC","Gsn"
"Dnaja4",6.47461035216204e-121,0.56075103756567,0.473,0.105,1.00421206562033e-116,"EE-EC","Dnaja4"
"Auts2",1.14454301392186e-120,0.669316346361925,0.63,0.193,1.7751862145928e-116,"EE-EC","Auts2"
"Qdpr",1.27383063054026e-120,0.79781937690438,0.566,0.164,1.97571130796794e-116,"EE-EC","Qdpr"
"Itpk1",3.7282988401073e-120,0.591324084866273,0.532,0.139,5.78259150100642e-116,"EE-EC","Itpk1"
"Ret",6.58871816579827e-119,0.446233915577382,0.373,0.062,1.02191018751531e-114,"EE-EC","Ret"
"Stx18",3.04702461821414e-118,0.388922601444671,0.308,0.039,4.72593518285013e-114,"EE-EC","Stx18"
"Tenm4",2.41800770246408e-117,0.303234979369455,0.204,0.011,3.75032994652179e-113,"EE-EC","Tenm4"
"Slc25a25",4.47030774561225e-116,0.441785473984386,0.358,0.058,6.9334473134446e-112,"EE-EC","Slc25a25"
"Celf2",5.24266871649358e-116,0.304760286423572,0.235,0.019,8.13137917928155e-112,"EE-EC","Celf2"
"Pkp4",1.60117823784094e-114,0.517318206788581,0.441,0.096,2.4834274468913e-110,"EE-EC","Pkp4"
"Tppp3",2.48481764143808e-114,0.400298207145379,0.318,0.044,3.85395216187046e-110,"EE-EC","Tppp3"
"Ece1",6.43596330392867e-114,0.606885014533197,0.598,0.183,9.98217908439337e-110,"EE-EC","Ece1"
"Samd5",1.38379025302905e-113,0.278293844182686,0.201,0.011,2.14625868244806e-109,"EE-EC","Samd5"
"Itgb1",2.22146848956535e-113,0.678846690765843,0.643,0.229,3.44549762731586e-109,"EE-EC","Itgb1"
"Slc43a2",8.73566067578003e-113,0.506036601000799,0.462,0.106,1.35490097081348e-108,"EE-EC","Slc43a2"
"Rnf145",1.40938402725183e-112,0.584657495916364,0.533,0.148,2.18595462626759e-108,"EE-EC","Rnf145"
"Eid1",1.58961049067328e-112,0.744187388381125,0.605,0.207,2.46548587103426e-108,"EE-EC","Eid1"
"Macrod1",2.0802717406291e-112,0.363117536687229,0.292,0.037,3.22650146971573e-108,"EE-EC","Macrod1"
"Fam43a",3.34017802189643e-112,0.419929021071114,0.314,0.045,5.18061611196137e-108,"EE-EC","Fam43a"
"Tmprss2",6.45141666000335e-112,0.523777534106225,0.48,0.117,1.00061472396652e-107,"EE-EC","Tmprss2"
"Fbxo33",7.31873162879907e-111,0.53233502444864,0.371,0.068,1.13513527562674e-106,"EE-EC","Fbxo33"
"Slc7a4",1.3007928371549e-110,0.339856235302014,0.29,0.037,2.01752969042725e-106,"EE-EC","Slc7a4"
"Ubr4",2.71354093685129e-109,0.562789145255234,0.553,0.163,4.20870199305634e-105,"EE-EC","Ubr4"
"Cbfa2t3",2.94369466515868e-109,0.457287451506048,0.404,0.082,4.5656704256611e-105,"EE-EC","Cbfa2t3"
"Prrx2",3.96319970996629e-109,0.329344200677262,0.214,0.016,6.14692275015771e-105,"EE-EC","Prrx2"
"Tra2a",6.95905723006531e-109,0.821254593420332,0.705,0.288,1.07934977638313e-104,"EE-EC","Tra2a"
"Dll4",1.13968119682415e-108,0.399028921640981,0.297,0.041,1.76764553627426e-104,"EE-EC","Dll4"
"Tc2n",1.28329238137977e-108,0.281678488877373,0.204,0.014,1.99038648352002e-104,"EE-EC","Tc2n"
"Gdap1l1",1.45632142239116e-108,0.343609346265904,0.28,0.035,2.25875452612869e-104,"EE-EC","Gdap1l1"
"Tff3",4.35012703330872e-108,1.15427923741329,0.909,0.633,6.74704702866182e-104,"EE-EC","Tff3"
"Svip",5.44039396386622e-108,0.558759361418296,0.468,0.116,8.43805103795651e-104,"EE-EC","Svip"
"Gramd1b",9.1423302993229e-108,0.477585024620551,0.42,0.091,1.41797542942498e-103,"EE-EC","Gramd1b"
"Ramp1",1.51278694208444e-107,0.367356559197254,0.269,0.032,2.34633254717297e-103,"EE-EC","Ramp1"
"Ccdc148",1.75811384225282e-107,0.317283415125966,0.201,0.013,2.72683456933413e-103,"EE-EC","Ccdc148"
"Lrrc10b",1.90361892653916e-107,0.283600288869678,0.201,0.013,2.95251295506224e-103,"EE-EC","Lrrc10b"
"Panx1",2.20524596583797e-107,0.292022191913297,0.233,0.021,3.4203364930147e-103,"EE-EC","Panx1"
"Serpinb1a",3.10262412024853e-107,0.9490292813593,0.828,0.526,4.81217001050548e-103,"EE-EC","Serpinb1a"
"Ubc",8.25020330325998e-107,0.718696106468197,0.989,0.907,1.27960653233562e-102,"EE-EC","Ubc"
"Ugdh",1.1584361245434e-106,0.684318500775106,0.489,0.132,1.79673442916681e-102,"EE-EC","Ugdh"
"Actn1",5.45314602013414e-106,0.599715103761033,0.648,0.225,8.45782947722805e-102,"EE-EC","Actn1"
"Ets1",1.18689141503029e-105,0.476580571220896,0.421,0.092,1.84086858471199e-101,"EE-EC","Ets1"
"Pax4",1.23452776593928e-105,0.264161484222984,0.19,0.011,1.91475256497183e-101,"EE-EC","Pax4"
"Jun",1.3509262318145e-104,0.806381073370718,0.987,0.821,2.09528658554428e-100,"EE-EC","Jun"
"Trim15",1.60319917196098e-104,0.373605428238987,0.323,0.052,2.48656191571148e-100,"EE-EC","Trim15"
"Ankfy1",5.45471825254335e-104,0.483626640411666,0.429,0.099,8.46026800969473e-100,"EE-EC","Ankfy1"
"Dtnb",7.65571768765868e-104,0.36609258869776,0.344,0.06,1.18740181335586e-99,"EE-EC","Dtnb"
"Tagln2",3.58784987784112e-103,0.809271363489059,0.682,0.28,5.56475516053157e-99,"EE-EC","Tagln2"
"Pdhx",6.85263699744259e-103,0.352599664773229,0.28,0.038,1.06284399830335e-98,"EE-EC","Pdhx"
"Fam160a2",7.43157895194754e-103,0.41617712609495,0.35,0.064,1.15263789544706e-98,"EE-EC","Fam160a2"
"Nisch",1.07166368465195e-102,0.70387550722886,0.797,0.374,1.66215037489518e-98,"EE-EC","Nisch"
"Cobl",2.27702543392063e-102,0.299648570531252,0.23,0.022,3.5316664480109e-98,"EE-EC","Cobl"
"Kif1a",4.43307491479227e-102,0.279636720837054,0.225,0.021,6.87569919284282e-98,"EE-EC","Kif1a"
"Tgoln1",5.09653178524116e-102,0.627148872569473,0.684,0.27,7.90472079890903e-98,"EE-EC","Tgoln1"
"Ugcg",8.29845652040059e-102,0.446152882227003,0.382,0.079,1.28709060631413e-97,"EE-EC","Ugcg"
"Gse1",1.01290722231023e-101,0.63321739103393,0.689,0.273,1.57101910180317e-97,"EE-EC","Gse1"
"Agr2",2.14644743895506e-101,1.64929173938342,0.759,0.381,3.3291399778193e-97,"EE-EC","Agr2"
"Cyp3a11",3.02288057210381e-101,0.319536308741734,0.245,0.027,4.68848776733301e-97,"EE-EC","Cyp3a11"
"Ckap4",1.21267687414517e-100,0.378366974015535,0.334,0.059,1.88086183179916e-96,"EE-EC","Ckap4"
"Adh7",3.20535797516931e-100,0.281678488877373,0.196,0.014,4.9715102194876e-96,"EE-EC","Adh7"
"Rgs7",6.57858893913822e-99,0.26717992119333,0.214,0.019,1.02033914446034e-94,"EE-EC","Rgs7"
"Foxq1",8.68232086038555e-99,0.403824726266545,0.175,0.01,1.3466279654458e-94,"EE-EC","Foxq1"
"Cops4",1.19903950591346e-98,0.57490759940077,0.473,0.132,1.85971027367178e-94,"EE-EC","Cops4"
"Pacsin1",2.36754108980423e-98,0.268335252067253,0.206,0.017,3.67205623028636e-94,"EE-EC","Pacsin1"
"Ang",3.14148824009593e-98,0.46741787651162,0.399,0.09,4.87244826038879e-94,"EE-EC","Ang"
"Kcnb2",4.8085769798334e-98,0.576328335732611,0.666,0.242,7.45810289572161e-94,"EE-EC","Kcnb2"
"Akr1b3",4.84667616381969e-98,0.608228934646662,0.498,0.147,7.51719473008433e-94,"EE-EC","Akr1b3"
"Glce",6.08111262615852e-98,0.299269163549213,0.233,0.025,9.43180568317187e-94,"EE-EC","Glce"
"Plpp1",1.7293129272195e-97,0.38225531771594,0.324,0.057,2.68216435011745e-93,"EE-EC","Plpp1"
"Bcam",3.42889925206862e-97,0.40992036851683,0.382,0.08,5.31822273995843e-93,"EE-EC","Bcam"
"Flt3l",3.87289957379315e-96,0.264133039259155,0.214,0.02,6.00686723895317e-92,"EE-EC","Flt3l"
"Rgs2",7.41045248813972e-96,1.05721834884303,0.673,0.287,1.14936118091047e-91,"EE-EC","Rgs2"
"Maff",7.62493015908373e-96,0.364787389836634,0.3,0.048,1.18262666767389e-91,"EE-EC","Maff"
"Fras1",8.48434644274276e-96,0.283597807477532,0.241,0.028,1.3159221332694e-91,"EE-EC","Fras1"
"Eva1b",1.56811025202045e-95,0.267907612253267,0.23,0.025,2.43213900088372e-91,"EE-EC","Eva1b"
"Ddx3x",3.0431265676307e-95,0.71206701741078,0.733,0.335,4.71988930639522e-91,"EE-EC","Ddx3x"
"Parp1",2.80792016470199e-94,0.548407603384888,0.491,0.144,4.35508417545278e-90,"EE-EC","Parp1"
"Camk2n2",1.59696888830388e-93,0.339536756634794,0.285,0.045,2.47689874575932e-89,"EE-EC","Camk2n2"
"Cep135",2.64389992086911e-93,0.337148943144285,0.256,0.035,4.10068877726799e-89,"EE-EC","Cep135"
"Gm8773",6.85467305811599e-93,0.274259942898196,0.126,0.002,1.06315979131379e-88,"EE-EC","Gm8773"
"Zfp703",1.52969828298122e-92,0.475100708738074,0.395,0.094,2.37256203690388e-88,"EE-EC","Zfp703"
"Kif1b",2.24298590456686e-92,0.554846026500131,0.648,0.242,3.4788711379832e-88,"EE-EC","Kif1b"
"Scml4",2.96660324746133e-92,0.328655130581442,0.279,0.043,4.60120163681252e-88,"EE-EC","Scml4"
"Guk1",9.93283313456357e-92,0.657071461195052,0.63,0.256,1.54058241917081e-87,"EE-EC","Guk1"
"Dusp4",3.47485087131307e-91,0.364504969303779,0.314,0.057,5.38949370140657e-87,"EE-EC","Dusp4"
"Igfbp4",6.23641104993596e-91,0.328708986987223,0.246,0.032,9.67267353845068e-87,"EE-EC","Igfbp4"
"Dgkh",6.61431926811039e-91,0.540420772313357,0.485,0.144,1.02588091848392e-86,"EE-EC","Dgkh"
"Reep6",7.24599593647603e-91,0.527556093138605,0.498,0.152,1.12385396974743e-86,"EE-EC","Reep6"
"Slc16a5",9.57718346355637e-91,0.289329872379283,0.25,0.033,1.48542115519759e-86,"EE-EC","Slc16a5"
"Ppl",1.49642438355047e-90,0.356157223723067,0.332,0.064,2.32095421888678e-86,"EE-EC","Ppl"
"Tceal9",1.6039153975628e-90,0.663513959399039,0.734,0.321,2.48767278161991e-86,"EE-EC","Tceal9"
"Hnrnph1",3.31637149242908e-90,0.663294931440269,0.671,0.28,5.1436921847575e-86,"EE-EC","Hnrnph1"
"Galnt6",4.10508552135354e-90,0.471871621827865,0.431,0.114,6.36698764361933e-86,"EE-EC","Galnt6"
"Flnb",6.94579648051426e-90,0.433109404568181,0.363,0.081,1.07729303412776e-85,"EE-EC","Flnb"
"Pdzk1",1.49979323975081e-89,0.257262843198055,0.185,0.015,2.32617931485351e-85,"EE-EC","Pdzk1"
"Stim2",3.14577272502815e-89,0.428369105300338,0.4,0.098,4.87909349651866e-85,"EE-EC","Stim2"
"Zfp467",4.15241213445999e-89,0.282113276869479,0.233,0.029,6.44039122054745e-85,"EE-EC","Zfp467"
"Tnfrsf12a",6.47524395814239e-89,0.389431870030812,0.314,0.059,1.00431033790789e-84,"EE-EC","Tnfrsf12a"
"Nr3c1",7.70763787503139e-89,0.508091722489188,0.42,0.11,1.19545463441737e-84,"EE-EC","Nr3c1"
"Midn",2.57758956707317e-88,0.467994559648143,0.423,0.112,3.99784141853048e-84,"EE-EC","Midn"
"Gm26532",5.32444294072054e-88,0.341023688011861,0.233,0.029,8.25821100105756e-84,"EE-EC","Gm26532"
"Ms4a8a",6.7685180388e-88,0.57758217195764,0.81,0.363,1.04979714781788e-83,"EE-EC","Ms4a8a"
"Glod5",4.42547503923214e-87,0.634393554864483,0.489,0.152,6.86391178584905e-83,"EE-EC","Glod5"
"Mapkapk2",1.16027760189303e-86,0.368180219014222,0.34,0.072,1.79959056053608e-82,"EE-EC","Mapkapk2"
"Gcc2",4.19682755532827e-86,0.638775920559834,0.799,0.405,6.50927953831415e-82,"EE-EC","Gcc2"
"Ddit3",3.26053826498504e-85,0.68262921154847,0.507,0.169,5.05709484899179e-81,"EE-EC","Ddit3"
"Bin1",4.45196803690605e-85,0.310056108769692,0.267,0.043,6.90500242524128e-81,"EE-EC","Bin1"
"Cbx4",1.02226284724592e-84,0.48497002495391,0.444,0.128,1.58552967607842e-80,"EE-EC","Cbx4"
"Cadps",1.26356871995247e-84,0.567439845117364,0.637,0.241,1.95979508464628e-80,"EE-EC","Cadps"
"Gjb1",1.76749001183879e-84,0.279443990853313,0.227,0.029,2.74137700836196e-80,"EE-EC","Gjb1"
"Mical2",3.8986946564584e-84,0.414986953171701,0.399,0.101,6.04687541216699e-80,"EE-EC","Mical2"
"Akr1b7",1.04110234509257e-83,0.400199587269572,0.201,0.022,1.61474973723857e-79,"EE-EC","Akr1b7"
"Cd164",1.48560287359459e-83,0.645671053347454,0.639,0.279,2.30417005694521e-79,"EE-EC","Cd164"
"Afp",4.9947167407024e-83,2.77774283526064,0.282,0.052,7.74680566482942e-79,"EE-EC","Afp"
"Brd2",5.64674877237139e-83,0.688770648223835,0.632,0.273,8.75810734594802e-79,"EE-EC","Brd2"
"Mia3",8.69546880193015e-83,0.485812434330988,0.514,0.172,1.34866721117937e-78,"EE-EC","Mia3"
"Taok3",1.12885952054485e-82,0.578282497125428,0.606,0.246,1.75086111636506e-78,"EE-EC","Taok3"
"Hmgcr",1.16841804198428e-82,0.676009303240441,0.771,0.371,1.81221638311762e-78,"EE-EC","Hmgcr"
"Ppp1r15a",1.17289170264804e-82,0.721209942957845,0.673,0.288,1.81915503080711e-78,"EE-EC","Ppp1r15a"
"Nono",2.34757967745503e-82,0.498436056905695,0.546,0.194,3.64109607973275e-78,"EE-EC","Nono"
"Arl5b",2.81371520478824e-82,0.413973551854783,0.345,0.078,4.36407228262656e-78,"EE-EC","Arl5b"
"Gfod1",3.77041636012631e-82,0.313883072442051,0.269,0.046,5.84791577455591e-78,"EE-EC","Gfod1"
"Ica1",3.8796930288967e-82,0.400997219414428,0.379,0.094,6.01740388781878e-78,"EE-EC","Ica1"
"Junb",4.86047366619086e-82,0.677357917824313,0.919,0.658,7.53859465626202e-78,"EE-EC","Junb"
"Cd55",7.82722329447864e-82,0.379359115464687,0.332,0.073,1.21400233297364e-77,"EE-EC","Cd55"
"Neurl3",1.32478255900971e-81,0.845785720745211,0.671,0.311,2.05473774902406e-77,"EE-EC","Neurl3"
"Dnajc12",2.73692951453503e-81,0.360142118321396,0.337,0.075,4.24497767704383e-77,"EE-EC","Dnajc12"
"Phldb2",2.95944862535032e-81,0.3738629219279,0.391,0.099,4.59010481791834e-77,"EE-EC","Phldb2"
"Eps8",1.07305037839007e-80,0.508561712753276,0.509,0.172,1.664301136883e-76,"EE-EC","Eps8"
"Sct",1.66473969775548e-80,0.621212233136552,1,0.959,2.58201127121875e-76,"EE-EC","Sct"
"Arhgap5",8.99577447156564e-80,0.627280369578311,0.78,0.417,1.39524462053983e-75,"EE-EC","Arhgap5"
"Rtn2",1.12824865728225e-79,0.279208637401733,0.256,0.042,1.74991366744477e-75,"EE-EC","Rtn2"
"Fmn1",1.99162166028737e-79,0.377132441783034,0.361,0.088,3.08900519510571e-75,"EE-EC","Fmn1"
"Fam107b",3.59029293307243e-79,0.50374268569046,0.417,0.119,5.56854433919534e-75,"EE-EC","Fam107b"
"Xbp1",4.28549762847609e-79,0.577701937669053,0.642,0.281,6.64680682176642e-75,"EE-EC","Xbp1"
"Jund",7.93471352130541e-79,0.56275446202661,0.981,0.869,1.23067406715447e-74,"EE-EC","Jund"
"Pkm",1.58438072717458e-78,0.646176600341036,0.953,0.793,2.45737450784778e-74,"EE-EC","Pkm"
"Myt1",1.91996421646798e-78,0.415728737652815,0.447,0.131,2.97786449974183e-74,"EE-EC","Myt1"
"Hsp90ab1",2.09912118796179e-78,0.555113193982423,0.998,0.97,3.25573696252874e-74,"EE-EC","Hsp90ab1"
"Celf1",2.69906135517313e-78,0.48011976721788,0.6,0.235,4.18624416187353e-74,"EE-EC","Celf1"
"Ier2",3.30339992646676e-78,0.720491003868422,0.912,0.671,5.12357328594994e-74,"EE-EC","Ier2"
"Odc1",5.58270537803591e-78,0.57386426682364,0.538,0.2,8.6587760413337e-74,"EE-EC","Odc1"
"Sorbs1",9.04178036145939e-78,0.376184434325876,0.371,0.094,1.40238013406235e-73,"EE-EC","Sorbs1"
"Ssbp3",3.10755078169334e-77,0.496523867682264,0.582,0.227,4.81981126240636e-73,"EE-EC","Ssbp3"
"Marcksl1",3.19988303466428e-77,0.547694751619396,0.525,0.191,4.96301858676429e-73,"EE-EC","Marcksl1"
"Dars",4.93913479311876e-77,0.379192333737799,0.301,0.064,7.6605980641272e-73,"EE-EC","Dars"
"Kdm7a",4.97298005019947e-77,0.510594837956739,0.522,0.192,7.71309205785938e-73,"EE-EC","Kdm7a"
"Tubb2a",7.83119261035201e-77,0.408724039402589,0.371,0.095,1.2146179738656e-72,"EE-EC","Tubb2a"
"4930539E08Rik",9.34204009014658e-77,0.677384806280942,0.673,0.316,1.44895041798173e-72,"EE-EC","4930539E08Rik"
"Bach1",1.06109263039482e-76,0.33490564009903,0.329,0.075,1.64575466974237e-72,"EE-EC","Bach1"
"Arhgef38",2.27433800672699e-76,0.555280859953494,0.634,0.266,3.52749824843356e-72,"EE-EC","Arhgef38"
"Zfand2a",2.99953646469809e-76,0.271740224101198,0.182,0.019,4.65228105674674e-72,"EE-EC","Zfand2a"
"Upp2",4.0401847387408e-76,0.313075915620583,0.263,0.047,6.26632652978698e-72,"EE-EC","Upp2"
"Mcf2l",4.93018218598145e-76,0.393059486698374,0.404,0.113,7.64671257045723e-72,"EE-EC","Mcf2l"
"March8",5.15414713073059e-76,0.42156713033965,0.423,0.126,7.99408219976315e-72,"EE-EC","March8"
"Sema3c",6.9866474783722e-76,0.262601982679405,0.199,0.025,1.08362902389553e-71,"EE-EC","Sema3c"
"Celf3",7.37944909586505e-76,0.481963451480823,0.616,0.243,1.14455255476867e-71,"EE-EC","Celf3"
"Cmpk1",7.69093888856359e-76,0.630702309610018,0.587,0.254,1.19286462161621e-71,"EE-EC","Cmpk1"
"Tcf4",1.17138851736251e-75,0.395540666013806,0.379,0.102,1.81682359042925e-71,"EE-EC","Tcf4"
"Ptprf",1.430009907344e-75,0.516906490388425,0.679,0.307,2.21794536629054e-71,"EE-EC","Ptprf"
"Irf6",2.23044589376869e-75,0.443892509142389,0.439,0.138,3.45942158123523e-71,"EE-EC","Irf6"
"Isx",2.7743222513627e-75,0.272326390572377,0.224,0.033,4.30297381186355e-71,"EE-EC","Isx"
"Gm30648",2.93381270749985e-75,0.304153276042349,0.28,0.054,4.55034350933227e-71,"EE-EC","Gm30648"
"Stard10",3.0017291437123e-75,0.644375745906587,0.776,0.455,4.65568190189778e-71,"EE-EC","Stard10"
"Prnp",3.90135806033136e-75,0.592677184895373,0.626,0.264,6.05100635157393e-71,"EE-EC","Prnp"
"Xpnpep2",5.34468106623508e-75,0.300103328053794,0.267,0.05,8.28960033373061e-71,"EE-EC","Xpnpep2"
"Dusp5",5.35499759550186e-75,0.579509209605248,0.721,0.313,8.30560127062339e-71,"EE-EC","Dusp5"
"Eif4e3",7.87774657964555e-75,0.309749712909224,0.285,0.057,1.22183849450303e-70,"EE-EC","Eif4e3"
"Adcy1",1.10100109233784e-74,0.282001521678483,0.258,0.046,1.70765269421599e-70,"EE-EC","Adcy1"
"Hspa5",1.19747103321234e-74,0.626854689791131,0.976,0.839,1.85727757251234e-70,"EE-EC","Hspa5"
"Jag2",1.45776050321016e-74,0.296556515156565,0.28,0.055,2.26098654047895e-70,"EE-EC","Jag2"
"Mknk2",2.35883714108718e-74,0.393410162819047,0.345,0.087,3.65855640582621e-70,"EE-EC","Mknk2"
"Gm30551",2.57476184291867e-74,0.301061029861402,0.271,0.052,3.99345561836685e-70,"EE-EC","Gm30551"
"Ucp2",3.77562811329566e-74,0.6688578387268,0.694,0.365,5.85599920372157e-70,"EE-EC","Ucp2"
"Foxp1",5.62285041397013e-74,0.484923022849287,0.546,0.21,8.72104099206767e-70,"EE-EC","Foxp1"
"Ppp3ca",7.57815530322151e-74,0.592204481724347,0.608,0.26,1.17537188752966e-69,"EE-EC","Ppp3ca"
"Nckap5",1.0036171121909e-73,0.295219882750583,0.271,0.052,1.55661014100808e-69,"EE-EC","Nckap5"
"Gm37233",1.1024101143056e-73,0.272341009493586,0.214,0.031,1.70983808728799e-69,"EE-EC","Gm37233"
"Sirt1",2.92357386254596e-73,0.54921290991663,0.374,0.104,4.53446306080879e-69,"EE-EC","Sirt1"
"1190002N15Rik",5.46515276064252e-73,0.332369388338981,0.305,0.067,8.47645193175655e-69,"EE-EC","1190002N15Rik"
"Arfgef3",5.62949394887932e-73,0.449891869132959,0.476,0.161,8.73134511471182e-69,"EE-EC","Arfgef3"
"Selenok",5.84050688648687e-73,0.686390388883134,0.736,0.408,9.05862618094113e-69,"EE-EC","Selenok"
"Insm1",9.26569906360733e-73,0.495976325171491,0.566,0.215,1.4371099247655e-68,"EE-EC","Insm1"
"B3gnt3",1.7424871559988e-72,0.321651017617759,0.3,0.066,2.70259757895414e-68,"EE-EC","B3gnt3"
"Nos1ap",5.45723547072383e-72,0.301314398938996,0.254,0.047,8.46417221509267e-68,"EE-EC","Nos1ap"
"Prkar1a",7.46653878493845e-72,0.555679172548423,0.642,0.297,1.15806016554395e-67,"EE-EC","Prkar1a"
"Nfkb1",1.79483663300804e-71,0.439414023544756,0.428,0.135,2.78379161779547e-67,"EE-EC","Nfkb1"
"Cfl1",7.7488388732395e-71,0.64840858351607,0.822,0.573,1.20184490923945e-66,"EE-EC","Cfl1"
"Acsl6",3.4559554393534e-70,0.260331385226602,0.211,0.032,5.36018688643712e-66,"EE-EC","Acsl6"
"Acvrl1",3.87285091680326e-70,0.26855967471261,0.222,0.036,6.00679177196186e-66,"EE-EC","Acvrl1"
"Ireb2",3.9575062842478e-70,0.431833574040012,0.478,0.165,6.13809224686834e-66,"EE-EC","Ireb2"
"Iqgap1",1.50472246194263e-69,0.574242439410093,0.754,0.403,2.33382453847301e-65,"EE-EC","Iqgap1"
"Hes6",5.90903059559712e-69,0.421031744397199,0.407,0.126,9.16490645377113e-65,"EE-EC","Hes6"
"Fam172a",1.45652530352606e-68,0.374557192894566,0.371,0.105,2.25907074576892e-64,"EE-EC","Fam172a"
"Vps50",1.99385395969177e-68,0.432812133603569,0.373,0.108,3.09246749148193e-64,"EE-EC","Vps50"
"Eif5",2.51516249274269e-68,0.550421821064599,0.882,0.644,3.90101702624391e-64,"EE-EC","Eif5"
"Dst",2.58198173744671e-68,0.520184040379733,0.535,0.214,4.00465367477985e-64,"EE-EC","Dst"
"Fam49b",3.62262893781535e-68,0.412253864389684,0.431,0.142,5.6186974825516e-64,"EE-EC","Fam49b"
"Tm4sf5",1.4178912741812e-67,0.765368030766529,0.705,0.354,2.19914936625504e-63,"EE-EC","Tm4sf5"
"Dusp16",1.48794702336628e-67,0.413584016098909,0.423,0.136,2.30780583324109e-63,"EE-EC","Dusp16"
"Ifrd1",2.15379959148804e-67,0.438233658598244,0.4,0.124,3.34054316639794e-63,"EE-EC","Ifrd1"
"Plac8",2.66483091766106e-67,0.649278847261836,0.95,0.862,4.13315275329231e-63,"EE-EC","Plac8"
"Appl2",2.71501123171933e-67,0.336753955954858,0.344,0.091,4.21098242039668e-63,"EE-EC","Appl2"
"Cmip",2.99451079187093e-67,0.472385829476574,0.574,0.241,4.64448623819181e-63,"EE-EC","Cmip"
"Hmgcs1",4.84575638053449e-67,0.776110266206293,0.689,0.365,7.515768146209e-63,"EE-EC","Hmgcs1"
"Nckap1",6.36745401909484e-67,0.469428318450846,0.498,0.189,9.87592118361609e-63,"EE-EC","Nckap1"
"Btg2",8.06449675749436e-67,0.574092121909791,0.972,0.793,1.25080344708737e-62,"EE-EC","Btg2"
"1500009L16Rik",8.70257615503487e-67,0.291473436842234,0.256,0.051,1.34976956164591e-62,"EE-EC","1500009L16Rik"
"Evpl",9.77078384597025e-67,0.267378883574024,0.24,0.045,1.51544857450998e-62,"EE-EC","Evpl"
"Pbx3",1.17068045238374e-66,0.289639206972448,0.245,0.047,1.81572538164718e-62,"EE-EC","Pbx3"
"Bex3",1.56568714685019e-66,0.54194669225428,0.608,0.26,2.42838076476464e-62,"EE-EC","Bex3"
"Grk3",2.1545029809002e-66,0.350176499257134,0.348,0.095,3.34163412337621e-62,"EE-EC","Grk3"
"Syt11",2.5113776212435e-66,0.311313382076904,0.301,0.072,3.89514669054867e-62,"EE-EC","Syt11"
"Pam",3.22247181460457e-66,0.456989127358642,0.687,0.296,4.99805378445168e-62,"EE-EC","Pam"
"Npdc1",3.71987719520574e-66,0.502007903901494,0.639,0.299,5.7695295297641e-62,"EE-EC","Npdc1"
"Ndfip2",4.68384399331282e-66,0.479919156073722,0.548,0.229,7.26464203362819e-62,"EE-EC","Ndfip2"
"Btbd3",5.66740555823108e-66,0.347947824917733,0.277,0.062,8.7901460208164e-62,"EE-EC","Btbd3"
"Tmco3",6.14627049582786e-66,0.31636155782814,0.297,0.07,9.53286553902901e-62,"EE-EC","Tmco3"
"Atp1a1",6.1514281237126e-66,0.579343223471129,0.81,0.512,9.54086501987824e-62,"EE-EC","Atp1a1"
"Hs2st1",1.73428295484658e-65,0.289021430653586,0.263,0.055,2.68987286296704e-61,"EE-EC","Hs2st1"
"Slc29a1",2.49487282831703e-65,0.392446905339246,0.395,0.124,3.86954775671972e-61,"EE-EC","Slc29a1"
"Trim31",2.69637366735229e-65,0.464966438024627,0.496,0.187,4.1820755580634e-61,"EE-EC","Trim31"
"Afg3l2",3.36956227786339e-65,0.336731108437799,0.361,0.103,5.22619109296611e-61,"EE-EC","Afg3l2"
"Dhcr24",3.42902105389113e-65,0.422258044225977,0.442,0.154,5.31841165458515e-61,"EE-EC","Dhcr24"
"Anapc5",4.24500501486239e-65,0.48275279156429,0.611,0.274,6.58400277805157e-61,"EE-EC","Anapc5"
"Raph1",5.07098434531002e-65,0.416053106072074,0.438,0.15,7.86509671957584e-61,"EE-EC","Raph1"
"0610010F05Rik",5.46070945020348e-65,0.321715383740089,0.288,0.068,8.4695603572656e-61,"EE-EC","0610010F05Rik"
"Tmem246",7.52928970750828e-65,0.381926716109052,0.387,0.121,1.16779283363453e-60,"EE-EC","Tmem246"
"Eif1",8.97132627267478e-65,0.539840437669844,0.909,0.762,1.39145270489186e-60,"EE-EC","Eif1"
"Laptm4b",9.71069964108228e-65,0.320192435920762,0.316,0.081,1.50612951433186e-60,"EE-EC","Laptm4b"
"Mier3",1.01490222826874e-64,0.31624892983796,0.276,0.062,1.57411335604482e-60,"EE-EC","Mier3"
